PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;HORA_ULTIMA_PREGUNTA;TIP_TEL;SUPERVISADA;CIRCUIT_996_1;CIRCUIT_996_2;CIRCUIT_996_3;SIT_ECO_CAT;SIT_ECO_CAT_RETROSPECTIVA;SIT_ECO_CAT_PROSPECTIVA;SIT_ECO_ESP;SIT_ECO_PERSONAL;SIT_POL_CAT;SIT_POL_CAT_RETROSPECTIVA;SIT_POL_CAT_PROSPECTIVA;SIT_POL_ESP;CAT_ESP;INTERES_POL;INF_POL;CONFI_POL_CAT;VAL_GOV_CAT;CONFI_POL_ESP;VAL_GOV_ESP;INF_POL_TV;INF_POL_RADIO;INF_POL_PREMSA;INF_POL_INTERNET;INF_POL_AMICS;INF_POL_NO;INF_POL_NS;INF_POL_NC;SATIS_DEMOCRACIA;SIMPATIA_PARTIT;SIMPATIA_PARTIT_LITERALS;IDEOL_1_7;CAT_0_10;ESP_0_10;MONARQUIA_REPUBLICA;SIGNIFICA_ESP;DEFINICIO_CAT;DEFINICIO_CAT_LITERALS;AUTONOMIA_CAT;RELACIONS_CAT_ESP;ACTITUD_INDEPENDENCIA;DRET_DECIDIR;VOT_DRET_DEURE;ELECCIONS_IMPORTANCIA;SATISFACCIO_ELECCIONS_14F2021;PART_PARLAMENT;REC_PARLAMENT_VOT_DECISIO;REC_PARLAMENT_VOT;REC_PARLAMENT_VOT_LITERALS;REC_PARLAMENT_FERMESA;REC_PARLAMENT_CANDIDAT;REC_PARLAMENT_PARTIT;REC_PARLAMENT_INTERESSOS;REC_PARLAMENT_IDEES;REC_PARLAMENT_ACTUACIO;REC_PARLAMENT_ACTUACIO_2;REC_PARLAMENT_EVITAR;REC_PARLAMENT_ALTRES;REC_PARLAMENT_CAP;REC_PARLAMENT_NS;REC_PARLAMENT_NC;POST_PARLAMENT_DECISIO_RELACIO;POST_PARLAMENT_DECISIO_CRISI;POST_PARLAMENT_DECISIO_CORRUPCIO;POST_PARLAMENT_DECISIO_CANVI_CLIMATIC;POST_PARLAMENT_DECISIO_COVID;INT_PARLAMENT_VOT;INT_PARLAMENT_VOT_LITERALS;PART_PARLAMENT_ANTERIORS;REC_PARLAMENT_VOT_ANTERIORS;REC_PARLAMENT_VOT_ANTERIORS_LITERALS;INT_CONGRES_VOT;INT_CONGRES_VOT_LITERALS;PART_CONGRES;REC_CONGRES_VOT;REC_CONGRES_VOT_LITERALS;CONEIX_A_FERNANDEZ;VAL_A_FERNANDEZ;CONEIX_C_PUIGDEMONT;VAL_C_PUIGDEMONT;CONEIX_L_BORRAS;VAL_L_BORRAS;CONEIX_O_JUNQUERAS;VAL_O_JUNQUERAS;CONEIX_P_ARAGONES;VAL_P_ARAGONES;CONEIX_M_ICETA;VAL_M_ICETA;CONEIX_S_ILLA;VAL_S_ILLA;CONEIX_J_ALBIACH;VAL_J_ALBIACH;CONEIX_J_ASENS;VAL_J_ASENS;CONEIX_C_CARRIZOSA;VAL_C_CARRIZOSA;CONEIX_I_MARTIN_BLANCO;VAL_I_MARTIN_BLANCO;CONEIX_C_RIERA;VAL_C_RIERA;CONEIX_D_SABATER;VAL_D_SABATER;CONEIX_I_GARRIGA;VAL_I_GARRIGA;LLOC_NAIX_CCAA;ANY_ARRIBADA;LLOC_NAIX_PARE;LLOC_NAIX_PARE_CCAA;LLOC_NAIX_MARE;LLOC_NAIX_MARE_CCAA;LLOC_NAIX_AVIS;RELIGIO;RELIGIO_LITERALS;RELIGIO_FREQ;SIT_LAB;SIT_LAB_NO_ACTIU;SIT_LAB_ACTIU;SECTOR;ESTUDIS;ESTUDIS_LITERALS;ESTAT_CIVIL;FILLS;SENTIMENT_PERTINENCA;LLENGUA_PROPIA;LLENGUA_PRIMERA;CLASSE_SOCIAL_SUBJECTIVA_1_7;US_TELEFON_FIX;PERSONES_LLAR;INGRESSOS_1_6;DISCAPACITAT;TIPUS_DISCAPACITAT_1;TIPUS_DISCAPACITAT_2;TIPUS_DISCAPACITAT_3;TIPUS_DISCAPACITAT_4;DISCAPACITAT_LITERALS;E1;E2;E3;E4;E5;E6;SIMPATIA_PARTIT_R;REC_PARLAMENT_VOT_R;REC_PARLAMENT_VOT_CENS;REC_PARLAMENT_VOT_CENS_R;INT_PARLAMENT_VOT_R;REC_PARLAMENT_VOT_ANTERIORS_R;REC_PARLAMENT_VOT_ANTERIORS_CENS_R;INT_CONGRES_VOT_R;REC_CONGRES_VOT_R;REC_CONGRES_VOT_CENS;REC_CONGRES_VOT_CENS_R
1;722;2021;5; ; ; ;1065;840;Dona;61;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;GIRONA;Menor o igual a 2.000; ;Cerdanya;Sí;Li és indiferent;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;24;24 anys o menys;De 20 a 24 anys;Catalunya; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Bona;Pitjor;Millorarà;Bona;Pitjor;Bona;Igual;Es quedarà igual;Dolenta;Sóc un/a espanyol/a que viu a Espanya;Poc;Poc;6;6;5;5;Sí;No;No;Sí;No;No;No;No;Poc satisfet/a;Catalunya en Comú Podem;-;Esquerra;3;3;República;L’Estat del qual soc ciutadà/ana;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Una comunitat autònoma d'Espanya;No;Bastant d'acord;Un dret;Parlament europeu;3;Habitualment voto però aquesta vegada no; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap;Catalunya en Comú Podem;-;Estic segur que vaig votar;C's;-;Catalunya en Comú Podem;-;Estic segur que vaig votar;C's;-;No coneix; ;Coneix;3;No coneix; ;Coneix;3;No coneix; ;Coneix;4;Coneix;5;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ; ; ;Catalunya; ;Altres comunitats autònomes;Castella - la Manxa;Dos;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada eventual o interí/ina;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Solter/a;0;Tan espanyol/a com català/ana;Castellà;Castellà;Classe treballadora baixa;Sí, però no en fa ús;Dos;Entre 1.001 i 2.000 euros;No; ; ; ; ;-;No;Quasi mai;Gens;Bastant;Bastant;Bastant;Catalunya en Comú Podem; ;No va votar;No va votar;Catalunya en Comú Podem;C's;C's;En Comú Podem;C's;C's;C's
1;723;2021;5; ; ; ;1147;614;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;GIRONA;De 10.001 a 50.000; ;Alt Empordà;Sí;Català;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;67;65 anys o més;De 65 a 69 anys;Altres comunitats autònomes; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Molt dolenta;Pitjor;Empitjorarà;Molt dolenta;Igual;Molt dolenta;Igual;Empitjorarà;Molt dolenta;Sóc un/a català/ana que viu a Espanya;Bastant;Molt;Cap confiança;0 Molt dolenta;Cap confiança;0 Molt dolenta;Sí;No;No;Sí;Sí;No;No;No;Poc satisfet/a;Vox;-;Dreta;0 Mínim catalanisme;10 Màxim espanyolisme;Monarquia;El meu país;Una comunitat autònoma;-;Massa autonomia;Una comunitat autònoma d'Espanya;No;Molt en desacord;Un dret;Congrés dels diputats (generals);0 Molt insatisfet/a;Estic segur que vaig votar;Ho tenia decidit fa força temps;Vox;-;Amb convicció;No;No;No;Sí;No;No;No;No;No;No;No;0 No ho va tenir gens en compte;10 Ho va tenir molt en compte;No ho sap; 0 No ho va tenir gens en compte;0 No ho va tenir gens en compte;Vox;-;Estic segur que vaig votar;PPC;-;Vox;-;Estic segur que vaig votar;Vox;-;Coneix;No ho sap;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;4;No coneix; ;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;10 Molt bé;Castella - la Manxa;1984;Altres comunitats autònomes;Castella - la Manxa;Altres comunitats autònomes;Castella - la Manxa;Cap a Catalunya;Catolicisme;-;Sí, un cop per setmana o més;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Amb parella estable;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià / balear) i castellà;Castellà;Classe mitjana;Sí i en fa ús;Dos;Entre 1.001 i 2.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;Vox;Vox;Vox;Vox;Vox;PPC;PPC;Vox;Vox;Vox;Vox
1;724;2021;5; ; ; ;933;614;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Garraf;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;49;De 35 a 49 anys;De 45 a 49 anys;Catalunya; ; ;Trucada a telèfon fix;No;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Dolenta;Pitjor;Millorarà;Dolenta;Igual;Dolenta;Pitjor;Es quedarà igual;Dolenta;Sóc un/a català/ana que viu a Catalunya;Bastant;Poc;5;4;4;5;No;Sí;No;No;No;No;No;No;Poc satisfet/a;Cap;-;Esquerra;3;2;República;Un Estat format per diverses nacionalitats o regions;Una comunitat autònoma;-;Un nivell insuficient d'autonomia;Un estat dins una Espanya federal;No;Molt d'acord;Ambdós;Parlament de Catalunya (autonòmiques);3;Habitualment voto però aquesta vegada no; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;8;10 Ho va tenir molt en compte;7;7;9;En blanc;-;Estic segur que vaig votar;No ho sap;-;No ho sap;-;Estic segur que vaig votar;No ho sap;-;No coneix; ;Coneix;4;Coneix;4;Coneix;6;Coneix;5;Coneix;5;Coneix;6;Coneix;5;No coneix; ;Coneix;5;No coneix; ;Coneix;3;Coneix;5;Coneix;5; ; ;Altres comunitats autònomes;Andalusia;Altres comunitats autònomes;Andalusia;Cap a Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Més català/ana que espanyol/a;Castellà;Castellà;Classe mitjana;Sí i en fa ús;Quatre;Entre 3.001 i 4.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;Cap; ;No va votar;No va votar;Altres, blanc;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap
1;725;2021;5; ; ; ;1458;646;Dona;37;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;TARRAGONA;Menor o igual a 2.000; ;Priorat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;75;65 anys o més;De 75 a 79 anys;Catalunya; ; ;Trucada a telèfon fix;No;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Ni bona ni dolenta;Pitjor;No ho sap;Bona;Igual;Ni bona ni dolenta;No ho sap;Empitjorarà;Ni bona ni dolenta;Sóc un/a català/ana que viu a Espanya;Gens;Poc;5;4;7;7;Sí;No;No;No;No;No;No;No;Bastant satisfet/a;Cap;-;No contesta;3;6;Monarquia;L’Estat del qual soc ciutadà/ana;Una nació;-;Un nivell insuficient d'autonomia;Un estat dins una Espanya federal;No;En desacord;No ho sap;Congrés dels diputats (generals);0 Molt insatisfet/a;No vaig votar; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;4;2; 0 No ho va tenir gens en compte;No ho sap;0 No ho va tenir gens en compte;No votaria;-;No vaig votar; ;-;No contesta;-;No vaig votar; ;-;No coneix; ;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;5;Coneix;0 Molt malament;Coneix;5;Coneix;5;No coneix; ;No coneix; ;No coneix; ;No coneix; ;Coneix;No ho sap;No coneix; ;No coneix; ; ; ;Catalunya; ;Catalunya; ;Quatre;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració pública+empreses públiques);ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d' Escolaritat o d'Estudis Primaris;-;Casat/ada;3;Més espanyol/a que català/ana;Català (valencià / balear);Català (valencià / balear);Classe treballadora baixa;Sí i en fa ús;Tres;Fins a 1.000 euros;No; ; ; ; ;-;No;Sovint;Poc;Bastant;Bastant;Bastant;Cap; ;No va votar;No va votar;No votaria; ;No va votar;No contesta; ;No va votar;No va votar
1;726;2021;5; ; ; ;890;827;Home;42;Universitari grau superior;Espanya; ;TARRAGONA;Menor o igual a 2.000; ;Conca de Barberà;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;23;24 anys o menys;De 20 a 24 anys;Catalunya; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Dolenta;Millor;Millorarà;Dolenta;Igual;Molt dolenta;Pitjor;Es quedarà igual;Molt dolenta;Cap de les anteriors/una altra;Bastant;Bastant;1;2;1;3;Sí;Sí;No;Sí;No;No;No;No;Poc satisfet/a;Cap;-;Centre;7;4;República;Cap de les anteriors;Una comunitat autònoma;-;Un nivell suficient d'autonomia;No ho sap;No;Molt d'acord;Un dret;Parlament de Catalunya (autonòmiques);4;No vaig votar; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;7;9;5;8;6;PDeCAT;pdecat;Estic segur que vaig votar;ERC;-;No votaria;-;Estic segur que vaig votar;ERC;-;No coneix; ;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;No coneix; ;No coneix; ; ; ;Catalunya; ;Catalunya; ;Quatre;Cap: Ateisme;-; ;No treballa;Estudiant; ; ;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o mès);-;Solter/a;0;Més català/ana que espanyol/a;Català (valencià / balear);Català (valencià / balear);Classe mitjana;Sí i en fa ús;Tres;Entre 3.001 i 4.000 euros;No; ; ; ; ;-;No;Quasi mai;Poc;Bastant;Bastant;Bastant;Cap; ;No va votar;No va votar;PDeCAT;ERC;ERC;No votaria;ERC;ERC;ERC
1;727;2021;5; ; ; ;1181;889;Dona;27;Universitari grau superior;Espanya; ;GIRONA;De 10.001 a 50.000; ;Selva;Sí;Català;Català;Sí;Sí, tinc la ciutadania i una altra;Dona;50;De 50 a 64 anys;De 50 a 54 anys;Resta del món; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Dolenta;Pitjor;Empitjorarà;Dolenta;Pitjor;Molt dolenta;Pitjor;Empitjorarà;Dolenta;Sóc un/a català/ana que viu a Espanya;Bastant;Molt;3;3;5;5;Sí;No;No;Sí;No;No;No;No;Poc satisfet/a;No contesta;-;Centre;5;7;República;Una nació de la qual em sento membre;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Una comunitat autònoma d'Espanya;No;Bastant d'acord;Un dret;Parlament europeu;3;Habitualment voto però aquesta vegada no; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;6;6;8;7;8;No votaria;-;Habitualment voto però aquesta vegada no; ;-;No votaria;-;Habitualment voto però aquesta vegada no; ;-;Coneix;4;Coneix;0 Molt malament;Coneix;4;Coneix;5;Coneix;4;Coneix;5;Coneix;5;Coneix;3;No coneix; ;No coneix; ;No coneix; ;Coneix;3;Coneix;3;No coneix; ; ;1997;Resta del món; ;Resta del món; ;Cap a Catalunya;Cap: Ateisme;-; ;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o mès);-;Casat/ada;1;Tan espanyol/a com català/ana;Castellà;Castellà;Classe treballadora alta;No;Tres;Entre 4.001 i 5.000 euros;No; ; ; ; ;-;No;Quasi mai;Poc;Bastant;Bastant;Bastant;No contesta; ;No va votar;No va votar;No votaria; ;No va votar;No votaria; ;No va votar;No va votar
1;728;2021;5; ; ; ;1185;850;Dona;51;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;GIRONA;De 2.001 a 10.000; ;Alt Empordà;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;36;De 35 a 49 anys;De 35 a 39 anys;Resta del món; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Bona;Pitjor;Millorarà;Dolenta;Igual;Ni bona ni dolenta;Igual;Es quedarà igual;Molt dolenta;Cap de les anteriors/una altra;Bastant;Bastant;4;5;2;4;Sí;No;No;Sí;No;No;No;No;Poc satisfet/a;ERC;-;Esquerra;9;0 Mínim espanyolisme;República;Un Estat aliè, del qual el meu país no hauria de formar-ne part;Un país;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Molt d'acord;Un dret;Congrés dels diputats (generals);6;Estic segur que vaig votar;Ho tenia decidit fa força temps;ERC;-;Amb convicció;No;No;No;Sí;No;No;No;No;No;No;No;8;10 Ho va tenir molt en compte;9;6;8;ERC;-;Estic segur que vaig votar;ERC;-;No ho sap;-;Estic segur que vaig votar;Catalunya en Comú Podem;-;No coneix; ;Coneix;9;Coneix;6;Coneix;10 Molt bé;Coneix;7;Coneix;3;Coneix;5;No coneix; ;No coneix; ;Coneix;0 Molt malament;No coneix; ;Coneix;5;Coneix;6;Coneix;0 Molt malament; ;1988;Resta del món; ;Resta del món; ;Cap a Catalunya;Islam;MUSULMANA;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració pública+empreses públiques);Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o mès);-;Amb parella estable;0;Només català/ana;Altres llengües o altres combinacions;Altres llengües o altres combinacions;Classe treballadora mitjana;Sí, però no en fa ús;Quatre;Entre 2.001 i 3.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;ERC;ERC;ERC;ERC;ERC;ERC;ERC;No ho sap;En Comú Podem;Catalunya en Comú Podem;En Comú Podem
1;729;2021;5; ; ; ;1536;892;Dona;51;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;GIRONA;De 2.001 a 10.000; ;Gironès;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;69;65 anys o més;De 65 a 69 anys;Altres comunitats autònomes; ; ;Trucada a telèfon fix;No;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";ESP_0_10 + CAT_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Dolenta;Igual;No ho sap;Molt dolenta;Pitjor;Molt dolenta;Igual;Empitjorarà;Bona;Sóc un/a català/ana que viu a Espanya;Bastant;Bastant;Cap confiança;2;4;6;Sí;Sí;No;No;No;No;No;No;Bastant satisfet/a;PSC;-;Esquerra;2;8;República;El meu país;Una comunitat autònoma;-;Massa autonomia;Una comunitat autònoma d'Espanya;No;Molt d'acord;Un dret;Congrés dels diputats (generals);3;Estic segur que vaig votar;Ho tenia decidit fa força temps;PSC;-;Perquè es tractava d’un mal menor;No;No;Sí;No;No;No;No;No;No;No;No;3;2; 0 No ho va tenir gens en compte;4;5;PSC;-;Estic segur que vaig votar;Catalunya en Comú Podem;-;PSC;-;Estic segur que vaig votar;Catalunya en Comú Podem;-;Coneix;1;Coneix;0 Molt malament;Coneix;2;Coneix;4;Coneix;3;Coneix;5;Coneix;6;No coneix; ;Coneix;6;Coneix;1;No coneix; ;No coneix; ;Coneix;3;Coneix;0 Molt malament;Andalusia;1954;Altres comunitats autònomes;Andalusia;Altres comunitats autònomes;Andalusia;Cap a Catalunya;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;3;Més català/ana que espanyol/a;Castellà;Castellà;Classe treballadora baixa;Sí i en fa ús;Dos;No contesta;Sí;Altres; ; ; ;que le dio 2 hittus;No;Mai;Gens;Molt;Molt;Molt;PSC;PSC;PSC;PSC;PSC;Catalunya en Comú Podem;Catalunya en Comú Podem;PSC;En Comú Podem;Catalunya en Comú Podem;En Comú Podem
1;730;2021;5; ; ; ;1720;830;Dona;31;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 150.001 a 1.000.000;BADALONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;70;65 anys o més;De 70 a 74 anys;Resta del món; ; ;Trucada a telèfon fix;No;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Dolenta;Pitjor;Millorarà;Dolenta;Igual;Molt dolenta;Pitjor;No ho sap;Dolenta;Cap de les anteriors/una altra;Poc;Bastant;6;5;4;6;Sí;No;Sí;No;No;No;No;No;Bastant satisfet/a;PSC;-;Centre-esquerra;5;5;Monarquia;L’Estat del qual soc ciutadà/ana;Una nacionalitat;-;Un nivell insuficient d'autonomia;Un estat dins una Espanya federal;No;En desacord;Un deure;Autonòmiques i generals;6;Estic segur que vaig votar;Ho tenia decidit fa força temps;PSC;-;Perquè es tractava d’un mal menor;No;No;No;No;No;No;Sí;No;No;No;No;6;5;5;7;6;PSC;-;Estic segur que vaig votar;PSC;-;PSC;-;Estic segur que vaig votar;PSC;-;Coneix;2;Coneix;0 Molt malament;Coneix;4;Coneix;5;Coneix;5;Coneix;7;Coneix;6;No ho sap; ;Coneix;5;Coneix;2;No coneix; ;Coneix;4;No ho sap; ;No coneix; ; ;1963;Altres comunitats autònomes;Ceuta;Altres comunitats autònomes;Andalusia;Cap a Catalunya;Cap: Agnosticisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Va anar a l'escola 5 o mès anys però sense completar ESO, EGB o Batxillerat elemental;-;Solter/a;0;Més català/ana que espanyol/a;Castellà;Castellà;Classe treballadora baixa;Sí i en fa ús;Una;Entre 1.001 i 2.000 euros;No; ; ; ; ;-;No;Quasi mai;Gens;Molt;Bastant;Bastant;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC
1;731;2021;5; ; ; ;1702;841;Dona;44;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;SANTA COLOMA DE GRAMENET;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;45;De 35 a 49 anys;De 45 a 49 anys;Catalunya; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Ni bona ni dolenta;Pitjor;No ho sap;Dolenta;Igual;Molt dolenta;Pitjor;Empitjorarà;Molt dolenta;Sóc un/a català/ana que viu a Espanya;Bastant;Bastant;4;6;2;5;Sí;No;No;Sí;No;No;No;No;Poc satisfet/a;Podemos;PABLO IGLESIAS;Esquerra;9;0 Mínim espanyolisme;República;Cap de les anteriors;Una nació;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Molt d'acord;Un deure;Parlament de Catalunya (autonòmiques);6;Estic segur que vaig votar;Ho tenia decidit fa força temps;ERC;-;Amb convicció;No;Sí;No;No;No;No;No;No;No;No;No;4;4; 0 No ho va tenir gens en compte; 0 No ho va tenir gens en compte;5;ERC;-;Estic segur que vaig votar;ERC;-;Podemos;PODEMOS;Estic segur que vaig votar;Podemos;PODEMOS;Coneix;1;Coneix;4;Coneix;3;Coneix;8;Coneix;6;Coneix;2;Coneix;3;Coneix;0 Molt malament;Coneix;4;Coneix;0 Molt malament;Coneix;3;Coneix;8;Coneix;4;Coneix;3; ; ;Altres comunitats autònomes;Extremadura;Catalunya; ;Dos;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada eventual o interí/ina;Sector públic (Administració pública+empreses públiques);Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Amb parella estable;2;Més català/ana que espanyol/a;Català (valencià / balear);Totes dues igual: català (valencià / balear) i castellà;Classe treballadora mitjana;Sí, però no en fa ús;Quatre;Entre 4.001 i 5.000 euros;No; ; ; ; ;-;No;Quasi mai;Gens;Molt;Molt;Molt;Catalunya en Comú Podem;ERC;ERC;ERC;ERC;ERC;ERC;En Comú Podem;En Comú Podem;Podemos;En Comú Podem
